,phrases,label,emotion,book,person_1,person_2
4444,"Gollum was the first to get up. Spluttering and cursing he rose, and without a word or a glance at the hobbits he crawled away on all fours. Frodo and Sam crawled after him, until they came to a wide almost circular pit, high-banked upon the west. It was cold and dead, and a foul sump of oily many-coloured ooze lay at its bottom. In this evil hole they cowered, hoping in its shadow to escape the attention of the Eye.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4445,"A great thirst troubled them, but they drank only a few drops from their bottles-last filled in the gully, which now as they looked back in thought seemed to them a place of peace and beauty. The hobbits took it in turn to watch. At first, tired as they were, neither of them could sleep at all; but as the sun far away was climbing down into slow moving cloud, Sam dozed. It was Frodo's turn to bc on guard. He lay back on the slope of the pit, but that did not ease the sense of burden that was on him.",NEGATIVE,sadness,The Two Towers,Sam,Frodo
4446,"He looked up at the smoke-streaked sky and saw strange phantoms, dark riding shapes, and faces out of the past. He lost count of time, hovering between sleep and waking, until forgetfulness came over him. Suddenly Sam woke up thinking that he heard his master calling. It was evening. Frodo could not have called, for he had fallen asleep, and had slid down nearly to the bottom of the pit.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4447,"Frodo could not have called, for he had fallen asleep, and had slid down nearly to the bottom of the pit. Gollum was by him. For a moment Sam thought that he was trying to rouse Frodo; then he saw that it was not so. Gollum was talking to himself. Sméagol was holding a debate with some other thought that used the same voice but made it squeak and hiss.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4448,"'      Each time that the second thought spoke, Gollum's long hand crept out slowly, pawing towards Frodo, and then was drawn back with a jerk as Sméagol spoke again. Finally both arms, with long fingers flexed and twitching, clawed towards his neck. Sam had lain still, fascinated by this debate, but watching every move that Gollum made from under his half-closed eye-lids. To his simple mind ordinary hunger, the desire to eat hobbits, had seemed the chief danger in Gollum. He realized now that it was not so: Gollum was feeling the terrible call of the Ring.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4449,"'      'I am commanded to go to the land of Mordor, and therefore I shall go,' said Frodo. 'If there is only one way, then I must take it. What comes after must come.'       Sam said nothing. The look on Frodo's face was enough for him he knew that words of his were useless. And after all he never had any real hope in the affair from the beginning; but being a cheerful hobbit he had not needed hope, as long as despair could be postponed.",NEGATIVE,sadness,The Two Towers,Sam,Frodo
4450,"But he had stuck to his master all the way; that was what he had chiefly come for, and he would still stick to him. His master would not go to Mordor alone. Sam would go with him-and at any rate they would get rid of Gollum. Gollum, however, did not intend to be got rid of, yet. He knelt at Frodo's feet, wringing his hands and squeaking.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4451,"His mind was full of doubt. To all appearances Gollum was genuinely distressed and anxious to help Frodo. But Sam, remembering the overheard debate, found it hard to believe that the long submerged Sméagol had come out on top: that voice at any rate had not had the last word in the debate. Sam's guess was that the Sméagol and Gollum halves (or what in his own mind he called Slinker and Stinker) had made a truce and a temporary alliance: neither wanted the Enemy to get the Ring; both wished to keep Frodo from capture, and under their eye, as long as possible – at any rate as long as Stinker still had a chance of laying hands on his 'Precious'. Whether there really was another way into Mordor Sam doubted.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4452,"He's as wise as any, but he's soft-hearted, that's what he is. It's beyond any Gamgee to guess what he'll do next.'      Frodo did not answer Gollum at once. While these doubts were passing through Sam's slow but shrewd mind, he stood gazing out towards the dark cliff of Cirith Gorgor. The hollow in which they had taken refuge was delved in the side of a low hill, at some little height above a long trenchlike valley that lay between it and the outer buttresses of the mountains. In the midst of the valley stood the black foundations of the western watch-tower.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4453,"If I, wearing it, were to command you, you would obey, even if it were to leap from a precipice or to cast yourself into the fire. And such would be my command. So have a care, Sméagol!'      Sam looked at his master with approval, but also with surprise: there was a look in his face and a tone in his voice that he had not known before. It had always been a notion of his that the kindness of dear Mr. Frodo was of such a high degree that it must imply a fair measure of blindness.",POSITIVE,joy,The Two Towers,Sam,Frodo
4454,"`Have you been talking to Him lately? Or just hobnobbing with Orcs? '      'Not nice hobbit, not sensible,' said Gollum, giving Sam an angry glance and turning to Frodo. 'Sméagol has talked to Orcs, yes of course, before he met master, and to many peoples: he has walked very far. And what he says now many peoples are saying.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4455,"But they were alone, and Aragorn was far away, and Gandalf stood amid the ruin of Isengard and strove with Saruman, delayed by treason. Yet even as he spoke his last words to Saruman, and the _palantír_ crashed in fire upon the steps of Orthanc. his thought was ever upon Frodo and Sam, over the long leagues his mind sought for them in hope and pity. Maybe Frodo felt it, not knowing it, as he had upon Amon Hen, even though he believed that Gandalf was gone, gone for ever into the shadow in Moria far away. He sat upon the ground for a long while, silent, his head bowed, striving to recall all that Gandalf had said to him.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4456,"Not even an eagle poised against the sun would have marked the hobbits sitting there, under the weight of doom, silent, : not moving, shrouded in their thin grey cloaks. For a moment he might have paused to consider Gollum, a tiny figure sprawling on the ground: there perhaps lay the famished skeleton of some child of Men, its ragged garment still clinging to it, its long arms and legs almost bone-white and bone-thin: no flesh worth a peck. Frodo's head was bowed over his knees, but Sam leaned back, with hands behind his head, staring out of his hood at the empty sky. At least for a long while it was empty. Then presently Sam thought he saw a dark bird-like figure wheel into the circle of his sight, and hover, and then wheel away again.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4457,"They crouched, listening. The voices and the clink of weapons and harness were very close. Frodo and Sam loosened their small swords in their sheaths. Flight was impossible. Gollum rose slowly and crawled insect-like to the lip of the hollow.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4458,"Nice master, won't he come with Sméagol? '      Frodo stood up. He had laughed in the midst of all his cares when Sam trotted out the old fireside rhyme of _Oliphaunt_, and the laugh had released him from hesitation. `I wish we had a thousand oliphaunts with Gandalf on a white one at their head,' he said. `Then we'd break a way into this evil land, perhaps.",POSITIVE,anger,The Two Towers,Sam,Frodo
4459,"The day passed uneasily. They lay deep in the heather and counted out the slow hours, in which there seemed little change; for they were still under the shadows of the Ephel Dúath, and the sun was veiled. Frodo slept at times, deeply and peacefully, either trusting Gollum or too tired to trouble about him; but Sam found it difficult to do more than doze, even when Gollum was plainly fast asleep, whiffling and twitching in his secret dreams. Hunger, perhaps, more than mistrust kept him wakeful: he had begun to long for a good homely meal, `something hot out of the pot'. As soon as the land faded into a formless grey under coming night, they started out again.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4460,"Could you find anything fit for a hungry hobbit? '      `Yes, perhaps, yes,' said Gollum. `Sméagol always helps, if they asks – if they asks nicely.'      `Right!' said Sam `I does ask. And if that isn't nice enough, I begs.'       Gollum disappeared. He was away some time, and Frodo after a few mouthfuls of _lembas_ settled deep into the brown fern and went to sleep.",NEGATIVE,sadness,The Two Towers,Sam,Frodo
4461,"The early daylight was only just creeping down into the shadows under the trees, but he saw his master's face very clearly, and his hands, too, lying at rest on the ground beside him. He was reminded suddenly of Frodo as he had lain, asleep in the house of Elrond, after his deadly wound. Then as he had kept watch Sam had noticed that at times a light seemed to be shining faintly within; but now the light was even clearer and stronger. Frodo's face was peaceful, the marks of fear and care had left it; but it looked old, old and beautiful, as if the chiselling of the shaping years was now revealed in many fine lines that had before been hidden, though the identity of the face was not changed. Not that Sam Gamgee put it that way to himself.",POSITIVE,joy,The Two Towers,Sam,Frodo
4462,"He shook his head, as if finding words useless, and murmured: `I love him. He's like that, and sometimes it shines through, somehow. But I love him, whether or no.'      Gollum returned quietly and peered over Sam's shoulder. Looking at Frodo, he shut his eyes and crawled away without a sound. Sam came to him a moment later and found him chewing something and muttering to himself.",NEGATIVE,sadness,The Two Towers,Sam,Frodo
4463,"`If you can't guess, you'll soon find out. And the sooner you fetch the water, the sooner you'll learn. Don't you damage one of my pans, or I'll carve you into mincemeat.'      While Gollum was away Sam took another look at Frodo. He was still sleeping quietly, but Sam was now struck most by the leanness of his face and hands. 'Too thin and drawn he is,' he muttered.",POSITIVE,anger,The Two Towers,Sam,Frodo
4464,"The daylight grew and the air became warm; the dew faded off turf and leaf. Soon the rabbits cut up lay simmering in their pans with the bunched herbs. Almost Sam fell asleep as the time went by. He let them stew for close on an hour, testing them now and again with his fork, and tasting the broth. When he thought all was ready he lifted the pans off the fire, and crept along to Frodo.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4465,"When he thought all was ready he lifted the pans off the fire, and crept along to Frodo. Frodo half opened his eyes as Sam stood over him, and then he wakened from his dreaming: another gentle, unrecoverable dream of peace. `Hullo, Sam! ' he said. `Not resting?",POSITIVE,love,The Two Towers,Sam,Frodo
4466,"You'll have to sup it in your mug; or straight from the pan, when it's cooled a bit. I haven't brought no bowls, nor nothing proper.'      Frodo yawned and stretched. 'You should have been resting Sam,' he said. 'And lighting a fire was dangerous in these parts. But I do feel hungry.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4467,"There's some left, if you want to try stewed coney.' There was no answer. `Oh well, I suppose he's gone off to find something for himself. We'll finish it,' said Sam. `And then you must take some sleep,' said Frodo. `Don't you drop off, while I'm nodding, Mr.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4468,"If it was a whistle, it did not come from Frodo's direction. There it went again from another place! Sam began to run as well as he could uphill. He found that a small brand, burning away to its outer end, had kindled some fern at the edge of the fire, and the fern blazing up had set the turves smouldering. Hastily he stamped out what was left of the fire, scattered the ashes, and laid the turves on the hole.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4469,"' said a second voice. At once four men came striding through the fern from different directions. Since flight and hiding were no longer possible, Frodo and Sam sprang to their feet, putting back to back and whipping out their small swords. If they were astonished at what they saw, their captors were even more astonished. Four tall Men stood there.",POSITIVE,surprise,The Two Towers,Sam,Frodo
4470,"He is only a wretched gangrel creature, but I have him under my care for a while. But as for us, we are Hobbits of the Shire, far to the North and West, beyond many rivers. Frodo son of Drogo is my name, and with me is Sam son of Hamfast, a worthy hobbit in my service. We have come by long ways – out of Rivendell, or Imladris as some call it.' Here Faramir started and grew intent. 'Seven companions we had: one we lost at Moria, the others we left at Parth Galen above Rauros: two of my kin; a Dwarf there was also, and an Elf, and two Men.",POSITIVE,joy,The Two Towers,Sam,Frodo
4471,"The shadows shrank. `I wonder where that dratted Gollum is? ' thought Sam, as he crawled back into deeper shade. `He stands a fair chance of being spitted for an Orc, or of being roasted by the Yellow Face. But I fancy he'll look after himself.' He lay down beside Frodo and began to doze.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4472,"He could hear plainly the ringing grate of steel on steel, the clang of sword on iron cap, the dull beat of blade on shield; men were yelling and screaming, and one clear loud voice was calling _Gondor_! _Gondor_! `It sounds like a hundred blacksmiths all smithying together,' said Sam to Frodo. 'They're as near as I want them now.'       But the noise grew closer. `They are coming!' cried Damrod.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4473,"I was walking all night.'      Mablung laughed. `I do not think the Captain will leave you here, Master Sam,' he said. 'But you shall see.'                              _Chapter 5_             The Window on the West       It seemed to Sam that he had only dozed for a few minutes when he awoke to find that it was late afternoon and Faramir had come back. He had brought many men with him; indeed all the survivors of the foray were now gathered on the slope nearby, two or three hundred strong. They sat in a wide semicircle, between the arms of which Faramir was seated on the ground, while Frodo stood before him.",POSITIVE,anger,The Two Towers,Sam,Frodo
4474,"They sat in a wide semicircle, between the arms of which Faramir was seated on the ground, while Frodo stood before him. It looked strangely like the trial of a prisoner. Sam crept out from the fern, but no one paid any attention to him, and he placed himself at the end of the rows of men, where he could see and hear all that was going on. He watched and listened intently, ready to dash to his master's aid if needed. He could see Faramir's face, which was now unmasked: it was stern and commanding, and a keen wit lay behind his searching glance.",POSITIVE,fear,The Two Towers,Sam,Frodo
4475,"He could see Faramir's face, which was now unmasked: it was stern and commanding, and a keen wit lay behind his searching glance. Doubt was in the grey eyes that gazed steadily at Frodo. Sam soon became aware that the Captain was not satisfied with Frodo's account of himself at several points: what part he had to play in the Company that set out from Rivendell; why he had left Boromir; and where he was now going. In particular he returned often to Isildur's Bane. Plainly he saw that Frodo was concealing from him some matter of great importance.",POSITIVE,joy,The Two Towers,Sam,Frodo
4476,"for it was appointed to me by Elrond of Imladris himself before the whole Council. On that errand I came into this country, but it is not mine to reveal to any outside the Company. Yet those who claim to oppose the Enemy would do well not to hinder it.'      Frodo's tone was proud, whatever he felt, and Sam approved of it; but it did not appease Faramir. `So!' he said. `You bid me mind my own affairs, and get me back home, and let you be.",POSITIVE,joy,The Two Towers,Sam,Frodo
4477,"So be comforted. Sit by your master, and be silent! '      Sam sat down heavily with a red face. Faramir turned to Frodo again: 'You asked how do I know that the son of Denethor is dead. Tidings of death have many wings.",NEGATIVE,sadness,The Two Towers,Sam,Frodo
4478,"At once the men who were gathered round him broke up into small groups, and went off this way and that, vanishing quickly into the shadows of the rocks and trees. Soon only Mablung and Damrod remained. 'Now you, Frodo and Sam, will come with me and my guards,' said Faramir. `You cannot go along the road southwards, if that was your purpose. It will be unsafe for some days, and always more closely watched after this affray than it has been yet.",NEGATIVE,sadness,The Two Towers,Sam,Frodo
4479,"In the morning I will decide what is best for me to do, and for you.'       There was nothing for Frodo to do but to fall in with this request, or order. It seemed in any case a wise course for the moment, since this foray of the men of Gondor had made a journey in Ithilien more dangerous than ever. They set out at once: Mablung and Damrod a little ahead, and Faramir with Frodo and Sam behind. Skirting the hither side of the pool where the hobbits had bathed, they crossed the stream, climbed a long bank, and passed into green-shadowed woodlands that marched ever downwards and westwards. While they walked, as swiftly as the hobbits could go, they talked in hushed voices.",POSITIVE,anger,The Two Towers,Sam,Frodo
4480,"I could trust them to shut their eyes of their own accord, but eyes will blink, if the feet stumble. Lead them so that they do not falter.'      With green scarves the two guards now bound up the hobbits' eyes and drew their hoods down almost to their mouths; then quickly they took each one by the hand and went on their way. All that Frodo and Sam knew of this last mile of the road they learned from guessing in the dark. After a little they found that they were on a path descending steeply; soon it grew so narrow that they went in single file, brushing a stony wall on either side; their guards steered them from behind with hands laid firmly on their shoulders. Now and again they came to rough places and were lifted from their feet for a while, and then set down again.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4481,"They have black squirrels there, 'tis said.'      `Perhaps,' said Faramir. `But that would be an ill omen, if it were so. We do not want the escapes of Mirkwood in Ithilien.' Sam fancied that he gave a swift glance towards the hobbits as he spoke; but Sam said nothing. For a while he and Frodo lay back and watched the torchlight, and the men moving to and fro speaking in hushed voices. Then suddenly Frodo fell asleep.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4482,"`Wake our guests,' he said, `and take them water. It is time to eat.'      Frodo sat up and yawned and stretched. Sam, not used to being waited on, looked with some surprise at the tall man who bowed, holding a basin of water before him. 'Put it on the ground, master, if you please! ' he said.",POSITIVE,anger,The Two Towers,Sam,Frodo
4483,"Now I can keep awake long enough to eat a bit.'      They were led then to seats beside Faramir: barrels covered with pelts and high enough above the benches of the Men for their convenience. Before they ate, Faramir and all his men turned and faced west in a moment of silence. Faramir signed to Frodo and Sam that they should do likewise. 'So we always do.' he said, as they sat down: `we look towards Númenor that was, and beyond to Elvenhome that is, and to that which is beyond Elvenhome and will ever be. Have you no such custom at meat?",NEGATIVE,anger,The Two Towers,Sam,Frodo
4484,"`But if we are guests, we bow to our host, and after we have eaten we rise and thank him.'      'That we do also,' said Faramir. After so long journeying and camping, and days spent in the lonely wild, the evening meal seemed a feast to the hobbits: to drink pale yellow wine, cool and fragrant, and eat bread and butter, and salted meats, and dried fruits, and good red cheese, with clean hands and clean knives and plates. Neither Frodo nor Sam refused anything that was offered, nor a second, nor indeed a third helping. The wine coursed in their veins and tired limbs, and they felt glad and easy of heart as they had not done since they left the land of Lórien. When all was done Faramir led them to a recess at the back of the cave, partly screened by curtains; and a chair and two stools were brought there.",POSITIVE,joy,The Two Towers,Sam,Frodo
4485,"Tell me of Boromir my brother, and of old Mithrandir, and of the fair people of Lothlórien.'      Frodo no longer felt sleepy and he was willing to talk. But though the food and wine had put him at his ease, he had not lost all his caution. Sam was beaming and humming to himself, but when Frodo spoke he was at first content to listen, only occasionally venturing to make an exclamation of agreement. Frodo told many tales, yet always he steered the matter away from the quest of the Company and from the Ring, enlarging rather on the valiant part Boromir had played in all their adventures. with the wolves of the wild, in the snows under Caradhras, and in the mines of Moria where Gandalf fell.",POSITIVE,fear,The Two Towers,Sam,Frodo
4486,"Now I watched Boromir and listened to him, from Rivendell all down the road – looking after my master, as you'll understand, and not meaning any harm to Boromir – and it's my opinion that in Lórien he first saw clearly what I guessed sooner: what he wanted. From the moment he first saw it he wanted the Enemy's Ring! '      `Sam! ' cried Frodo aghast. He had fallen deep into his own thoughts for a while, and came out of them suddenly and too late.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4487,"A chance for Faramir, Captain of Gondor, to show his quality! Ha!' He stood up, very tall and stern, his grey eyes glinting. Frodo and Sam sprang from their stools and set themselves side by side with their backs to the wall, fumbling for their sword-hilts. There was a silence. All the men in the cave stopped talking and looked towards them in wonder.",POSITIVE,fear,The Two Towers,Sam,Frodo
4488,"The noise of the water was loud in the stillness. He put on his cloak and followed Faramir. Sam, waking suddenly by some instinct of watchfulness, saw first his master's empty bed and leapt to his feet. Then he saw two dark figures, Frodo and a man, framed against the archway, which was now filled with a pale white light. He hurried after them, past rows of men sleeping on mattresses along the wall.",POSITIVE,fear,The Two Towers,Sam,Frodo
4489,"For a while Frodo stood there on the high stone, and a shiver ran through him, wondering if anywhere in the vastness of the night-lands his old companions walked or slept, or lay dead shrouded in mist. Why was he brought here out of forgetful sleep? Sam was eager for an answer to the same question and could not refrain himself from muttering, for his master's ear alone as he thought: 'It's a fine view, no doubt, Mr. Frodo, but chilly to the heart, not to mention the bones! What's going on?",POSITIVE,joy,The Two Towers,Sam,Frodo
4490,'      He stepped up beside the silent sentinel on the dark edge. and Frodo followed. Sam hung back. He already felt insecure enough on this high wet platform. Faramir and Frodo looked down.,NEGATIVE,fear,The Two Towers,Sam,Frodo
4491,"Two or three torches had been lit. Men were stirring. Sam was there, and he gave a queer look at the limp bundle that the men carried. `Got him?' he said to Frodo. 'Yes.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4492,"'And now, do you take this creature, this Sméagol, under your protection? '      `I do take Sméagol under my protection,' said Frodo. Sam sighed audibly; and not at the courtesies, of which, as any hobbit would, he thoroughly approved. Indeed in the Shire such a matter would have required a great many more words and bows. 'Then I say to you,' said Faramir, turning to Gollum, 'you are under doom of death; but while you walk with Frodo you are safe for our part.",POSITIVE,joy,The Two Towers,Sam,Frodo
4493,"Until that time, or some other time beyond the vision of the Seeing-stones of Númenor, farewell! '      He rose and bowed low to Frodo, and drawing the curtain passed out into the cave. _Chapter 7_             Journey to the Cross-roads       Frodo and Sam returned to their beds and lay there in silence resting for a little, while men bestirred themselves and the business of the day began. After a while water was brought to them, and then they were led to a table where food was set for three. Faramir broke his fast with them.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4494,"To have found it turns evil to great good.'       Now they made ready to depart. Gollum was brought out of some corner or hiding-hole, and he seemed better pleased with himself than he had been, though he kept close to Frodo and avoided the glance of Faramir. 'Your guide must be blindfolded,' said Faramir, 'but you and your servant Sam I release from this, if you wish.'      Gollum squealed, and squirmed, and clutched at Frodo, when they came to bind his eyes; and Frodo said: 'Blindfold us all three, and cover up my eyes first, and then perhaps he will see that no harm is meant.' This was done, and they were led from the cave of Henneth Annûn. After they had passed the passages and stairs they felt the cool morning air, fresh and sweet, about them. Still blind they went on for some little time, up and then gently down.",POSITIVE,joy,The Two Towers,Sam,Frodo
4495,"Frodo sighed and turned back southward. As if to mark his disregard of all such courtesy, Gollum was scrabbling in the mould at the foot of a tree. `Hungry again already?' thought Sam. `Well, now for it again!'      'Have they gone at last? ' said Gollum.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4496,"Always forgives, he does, yes, yes, even nice Master's little trickses. Oh yes, nice Master, nice Sméagol! '      Frodo and Sam did not answer. Hoisting their packs and taking their staves in hand, they passed on into the woods of Ithilien. Twice that day they rested and took a little of the food provided by Faramir: dried fruits and salted meat, enough for many days; and bread enough to last while it was still fresh.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4497,"Darkness came early to the silent woods, and before the fall of night they halted, weary, for they had walked seven leagues or more from Henneth Annûn. Frodo lay and slept away the night on the deep mould beneath an ancient tree. Sam beside him was more uneasy: he woke many times, but there was never a sign of Gollum, who had slipped off as soon as the others had settled to rest. Whether he had slept by himself in some hole nearby, or had wandered restlessly prowling through the night, he did not say; but he returned with the first glimmer of light, and roused his companions. `Must get up, yes they must!' he said.",POSITIVE,fear,The Two Towers,Sam,Frodo
4498,"He would not rest on the ground so near the evil road, and after some debate they all climbed up into the crotch of a large holm-oak, whose thick branches springing together from the trunk made a good hiding-place and a fairly comfortable refuge. Night fell and it grew altogether dark under the canopy of the tree. Frodo and Sam drank a little water and ate some bread and dried fruit, but Gollum at once curled up and went to sleep. The hobbits did not shut their eyes. It must have been a little after midnight when Gollum woke up: suddenly they were aware of his pale eyes unlidded gleaming at them.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4499,"Away to their right a great shoulder of the mountains stood out, dark and black amid the shadows, thrusting westward. `Which way do we go from here?' asked Frodo. `Is that the opening of-of the Morgul Valley, away over there beyond that black mass?'      `Need we think about it yet?' said Sam, `Surely we're not going to move any more today, if day it is?'      `Perhaps not, perhaps not,' said Gollum. `But we must go soon, to the Cross-roads. Yes, to the Cross-roads.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4500,"That's the way over there yes, Master.'       The red glare over Mordor died away. The twilight deepened as great vapours rose in the East and crawled above them. Frodo and Sam took a little food and then lay down, but Gollum was restless. He would not eat any of their food, but he drank a little water and then crawled about under the bushes, sniffing and muttering. Then.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4501,"Seems to be getting late!'      'No it isn't,' said Frodo. `But the day is getting darker instead of lighter: darker and darker. As far as I can tell, it isn't midday yet, and you've only slept for about three hours.'      'I wonder what's up,' said Sam. 'Is there a storm coming? If so it's going to be the worst there ever was.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4502,"'      'I don't know,' said Frodo. `It's been going on for a good while now. Sometimes the ground seems to tremble, sometimes it seems to be the heavy air throbbing in your ears.'      Sam looked round. `Where's Gollum? ' he said.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4503,"' he said. 'Hasn't he come back yet?'      `No,' said Frodo. `There's not been a sign or sound of him.'      `Well, I can't abide him,' said Sam. `In fact, I've never taken anything on a journey that I'd have been less sorry to lose on the way. But it would be just like him, after coming all these miles, to go and get lost now, just when we shall need him most – that is, if he's ever going to be any use, which I doubt.'      `You forget the Marshes,' said Frodo.",NEGATIVE,sadness,The Two Towers,Sam,Frodo
4504,"The ground seemed to quiver under their feet. 'I think we are in for trouble anyhow,' said Frodo. `I'm afraid our journey is drawing to an end.'      'Maybe,' said Sam; `but _where there's life there's hope_, as my Gaffer used to say; _and need of vittles_, as he mostways used to add. You have a bite, Mr. Frodo, and then a bit of sleep.'       The afternoon, as Sam supposed it must be called, wore on.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4505,"It felt stifling but not warm. Frodo slept unquietly, turning and tossing, and sometimes murmuring. Twice Sam thought he heard him speaking Gandalf's name. The time seemed to drag interminably. Suddenly Sam heard a hiss behind him, and there was Gollum on all fours, peering at them with gleaming eyes.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4506,"No time to lose!' And nothing more could they get out of him. Where he had been, and what he thought was brewing to make him in such a hurry, he would not say. Sam was filled with deep suspicion, and showed it; but Frodo gave no sign of what was passing in his mind. He sighed, hoisted his pack, and prepared to go out into the ever-gathering darkness. Very stealthily Gollum led them down the hillside, keeping under cover wherever it was possible, and running, almost bent to the ground, across any open space; but the light was now so dim that even a keen-eyed beast of the wild could scarcely have seen the hobbits, hooded, in their grey cloaks, nor heard them, walking as warily as the little people can.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4507,"In the very centre four ways met. Behind them lay the road to the Morannon; before them it ran out again upon its long journey south; to their right the road from old Osgiliath came climbing up, and crossing, passed out eastward into darkness: the fourth way, the road they were to take. Standing there for a moment filled with dread Frodo became aware that a light was shining; he saw it glowing on Sam's face beside him. Turning towards it, he saw, beyond an arch of boughs, the road to Osgiliath running almost as straight as a stretched ribbon down, down, into the West. There, far away, beyond sad Gondor now overwhelmed in shade, the Sun was sinking, finding at last the hem of the great slow-rolling pall of cloud, and falling in an ominous fire towards the yet unsullied Sea.",POSITIVE,fear,The Two Towers,Sam,Frodo
4508,"Upon its knees and mighty chair, and all about the pedestal, were idle scrawls mixed with the foul symbols that the maggot-folk of Mordor used. Suddenly, caught by the level beams, Frodo saw the old king's head: it was lying rolled away by the roadside. `Look, Sam!' he cried, startled into speech. `Look! The king has got a crown again!'      The eyes were hollow and the carven beard was broken, but about the high stern forehead there was a coronal of silver and gold.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4509,"Black and forbidding it loomed above them, darker than the dark sky behind. Crawling under its shadow the road went on, and rounding it sprang east again and began to climb steeply. Frodo and Sam were plodding along with heavy hearts, no longer able to care greatly about their peril. Frodo's head was bowed; his burden was dragging him down again. As soon as the great Cross-roads had been passed, the weight of it, almost forgotten in Ithilien, had begun to grow once more.",NEGATIVE,sadness,The Two Towers,Sam,Frodo
4510,"Frodo felt his senses reeling and his mind darkening. Then suddenly, as if some force were at work other than his own will, he began to hurry, tottering forward, his groping hands held out, his head lolling from side to side. Both Sam and Gollum ran after him. Sam caught his master in his arms, as he stumbled and almost fell, right on the threshold of the bridge. `Not that way!",NEGATIVE,fear,The Two Towers,Sam,Frodo
4511,"`Hold up, Mr. Frodo! ' muttered Sam in Frodo's ear. 'Come back! Not that way.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4512,"Along this path the hobbits trudged, side by side, unable to see Gollum in front of them, except when he turned back to beckon them on. Then his eyes shone with a green-white light, reflecting the noisome Morgul-sheen perhaps, or kindled by some answering mood within. Of that deadly gleam and of the dark eyeholes Frodo and Sam were always conscious, ever glancing fearfully over their shoulders, and ever dragging their eyes back to find the darkening path. Slowly they laboured on. As they rose above the stench and vapours of the poisonous stream their breath became easier and their heads clearer; but now their limbs were deadly tired, as if they had walked all night under a burden, or had been swimming long against a heavy tide of water.",POSITIVE,anger,The Two Towers,Sam,Frodo
4513,"They had now climbed up to the top of a great hump of bare rock. Ahead of them there was a bay in the valley-side, and round the head of this the path went on, no more than a wide ledge with a chasm on the right; across the sheer southward face of the mountain it crawled upwards, until it disappeared into the blackness above. `I must rest a while, Sam,' whispered Frodo. `It's heavy on me, Sam lad, very heavy. I wonder how far I can carry it?",NEGATIVE,fear,The Two Towers,Sam,Frodo
4514,"Come! '      `Come, Mr. Frodo,' said Sam. `He's right, again. We can't stay here.'      'All right,' said Frodo in a remote voice, as of one speaking half asleep.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4515,"It will be in vain.' Overcome with weakness he wept. And still the host of Morgul crossed the bridge. Then at a great distance, as if it came out of memories of the Shire, some sunlit early morning, when the day called and doors were opening, he heard Sam's voice speaking. `Wake up, Mr. Frodo!",NEGATIVE,sadness,The Two Towers,Sam,Frodo
4516,"Wake up! ' Had the voice added: `Your breakfast is ready,' he would hardly have been surprised. Certainly Sam was urgent. `Wake up, Mr. Frodo!",POSITIVE,surprise,The Two Towers,Sam,Frodo
4517,"Must be careful! '      Care was certainly needed. Frodo and Sam at first felt easier, having now a wall on either side, but the stairway was almost as steep as a ladder, and as they climbed up and up, they became more and more aware of the long black fall behind them. And the steps were narrow, spaced unevenly, and often treacherous: they were worn and smooth at the edges, and some were broken, and some cracked as foot was set upon them. The hobbits struggled on, until at last they were clinging with desperate fingers to the steps ahead, and forcing their aching knees to bend and straighten; and ever as the stair cut its way deeper into the sheer mountain the rocky walls rose higher and higher above their heads.",NEGATIVE,fear,The Two Towers,Sam,Frodo
