phrases,book,person_1,person_2
"At the engagement of Princess Pavetta. It was fifteen years ago, but I have a good memory. And you, bastard Geralt, do you remember me?' 'I remember.' Geralt said and obediently let the soldiers bind his hands. *** Daniel Etcheverry, Count of Garramone, tried to intercede for Geralt and Dandelion, when the soldier had settled them on chairs in the Marshal's tent. When the soldiers left at Vissegerd's order, the Count resumed his efforts.",Baptism of Fire,Geralt,Vissegerd
"It is not appropriate to do this to him. On my honour, I guarantee that he is not a nilfgaardian spy.' 'Do not swear so hastily, Count.' said Vissegerd, not taking his eyes off the bound men. 'Perhaps he is a poet, but he was captured in the company of this miscreant Geralt, I would not vouch for him. It seems to me that you still don't realize what bird you have caught in your snares.' 'The Geralt?' 'Of course, Geralt, who is called the White Wolf. The same rogue who laid claim to the right of Ciri, Pavetta's daughter, granddaughter of Calanthe, the same Ciri of who there is so much talk of now.",Baptism of Fire,Geralt,Vissegerd
"But I was an eye witness to those events.' 'And what binds him to the princess Ciri?' 'That dog,' the Marshal pointed at Geralt, 'contributed to the marriage of Pavetta, daughter of Queen Calanthe, to Duny, an unknown stranger from the south. From this shameful union was born Ciri. Even before her birth she was promised to that bastard Geralt as payment for his help in conducting the marriage. Have you heard of the Law of Surprise?' 'Not at all. But keep talking, Marshal.' 'The Geralt,' Vissegerd again pointed his finger at Geralt, 'after the death of Pavetta, wanted to take the girl, but Calanthe wouldn't allow it and threw him out.",Baptism of Fire,Geralt,Vissegerd
"Combine the facts, Count. The Geralt had Ciri, now Emhyr Emreis has her. And the Geralt is arrested mixed in with the vanguard of the Nilfgaardian patrol. What does it mean?' Daniel Etcheverry shrugged. 'What does it mean?' Vissegerd repeated, leaning on Geralt.",Baptism of Fire,Geralt,Vissegerd
"As everyone knows he intends to marry her and make her the Empress of Nilfgaard. For the time being he is hailing her as the Queen of Cintra and the surrounding area, which causes us many problems.' 'Emhyr,' declared the poet, 'could have sat on the throne of Cintra whenever he wanted. Ciri, whether she takes it however, has the right to the throne.' 'The right?' Vissegerd roared, splashing Geralt with saliva. 'Shit, she has no right! Let Emhyr marry her if he wishes.",Baptism of Fire,Geralt,Vissegerd
"And then I wouldn't be so sure of the loyalty of your army.' Vissegerd covered the distance between him and Dandelion in two steps and grabbed him by the front of his shirt and lifted him from the chair. The face of the Marshal which was a moment ago calm was now flushed a heraldic red. Geralt started to strongly worry about the health of his friend, when suddenly an Adjutant rushed in and excitedly started announcing that urgent and important news had been brought back by a patrol. Vissegerd released Dandelion, knocked over the chair and left. 'Uff...' groaned the poet, shaking his head and neck.",Baptism of Fire,Geralt,Vissegerd
"A few hundred desert and the king Foltest removes the baton. Already, it is difficult to call this army Cintran. Vissegerd thrashes about, wanting to stop the desertions, thus he is spreading the rumours of the uncertain origin of Princess Ciri and her ancestors.' 'What of yourself, Count,' Geralt could not help it. 'You listen with clear distaste.' 'You have noticed?' Daniel Etcheverry smile slightly. 'Vissegerd knows about my lineage...",Baptism of Fire,Geralt,Vissegerd
But I do not react. Because I am a soldier. Do you understand my lords?' 'Yes.' said Geralt. 'No.' said Dandelion. 'Vissegerd is the commander of this unit which is part of the Temerian army.,Baptism of Fire,Geralt,Vissegerd
"'Vissegerd,' he said quietly, 'is furious. You had bad luck falling into his hands. Especially you, Sir Geralt. I will try Mister Dandelion...' He was interrupted by the entrance of Vissegerd, still red and angry as a bull. The Marshal approached the table, slammed his baton on it and deposited a map atop it, then turned to Geralt and drilled him with his eyes.",Baptism of Fire,Geralt,Vissegerd
"Scissors, a piece of broken glass, even an awl! The whore could have slit her wrists with her own teeth! Hung herself with a stocking!' 'I will hear no more, Vissegerd.' Geralt said quietly. 'I will hear no more.' The Marshal audibly gritted his teeth and bent. 'You will hear no more.' He said in a voice trembling with rage.",Baptism of Fire,Geralt,Vissegerd
"However, it was an impossible task for someone who was lying in a pile of sawdust and shavings and was bound with ropes like a ham about to be smoked. 'We were not handed immediately,' he gasped. 'There is hope...' 'Calm down,' the Geralt lay quietly, watching the moon visible through a hole in the roof of the woodshed. 'Do you know why Vissegerd didn't hang us right away? Because we are to be executed publicly at dawn, when the entire army has gathered.",Baptism of Fire,Geralt,Vissegerd
"Because we are to be executed publicly at dawn, when the entire army has gathered. For propaganda.' Dandelion was silent. Geralt heard him sniff regretfully. 'You still have a chance to escape,' he said to appease him. 'Vissegerd wants to carry out his private vendetta against me, but he has nothing against you.",Baptism of Fire,Geralt,Vissegerd
"Secondly, I witness a personal vendetta, he will not leave me alive. No, brother, we'll swing together.' 'Stop, Dandelion. Stay quietly and think of a plan.' 'What plan, dammit?' 'Anything.' The speech of the poet prevented the Geralt from concentrating. He needs something. He expected at any moment the woodshed would be invaded by Temerian military intelligence, who would certainly be working for Vissegerd.",Baptism of Fire,Geralt,Vissegerd
"He expected at any moment the woodshed would be invaded by Temerian military intelligence, who would certainly be working for Vissegerd. The Secret Service would certainly like to ask him about the various details of the events at Garstang on island of Thanedd. Geralt knew almost no details, but he knew that before the agents would believe him, he would become very, very sick. His only hope was on Vissegerd, blinded by the desire for revenge, had not notified the agents of his capture. The Secret Service would be able to remove the prisoners for the claws of the angry Marshal and take them back to their headquarters.",Baptism of Fire,Geralt,Vissegerd
"He kept repeating to himself that there was nothing surprising about any of this –in the middle of a busy night two people wouldn't be noticed, they could only be threatened if someone raised the alarm after finding the guards sleeping at the woodshed. Now, however, they approaching the perimeter where sentries necessarily had to be vigilant. It was while leaving the camp that the Geralt remembered that there was in Vissegerd's command the scourge of desertion and he was sure that the guards were ordered to give careful attention to any who wished to leave the camp. The moon gave enough light so that Dandelion did not have to grope. The Geralt could see in this light as well as in the day, so they managed to avoid two mounted soldiers while waiting in the bushes for the patrol to pass by.",Baptism of Fire,Geralt,Vissegerd
"The swarm of Nilfgaardians approaching them was now a much greater threat that Vissegerd and his army, so they galloped along the ring of guard posts surrounding the camp, trying to get as far possible from the lines that could flare up at any moment when the two armies clashed. The Nilfgaardians, however, were close and saw them. Dandelion yelled, Geralt looked back and saw as the dark wall of Nilfgaardians started to stretch out riders towards them like black tentacles. Without hesitation, they turned the horse towards the camp, overtaking the fleeing guards. Dandelion yelled again, but this time it was unnecessary.",Baptism of Fire,Geralt,Vissegerd
"The Geralt had also seen the cavalry rushing from the side of the camp. Vissegerd's army, stirred by the alarm, had mounted their horses in a time worthy of admiration. Geralt and Dandelion found themselves trapped. There was no way out. The Geralt changed direction again and forced the horse to gallop with all its might, trying to escape from the swiftly narrowing gap between the rock and the hard place.",Baptism of Fire,Geralt,Vissegerd
"'Even if the peasants got the emblems wrong, we are not dealing with the army of Temeria. And I do not think the news has reached the Queen of Rivia about two spies that not long ago enigmatically escaped the gallows of Marshal Vissegerd. If we stumble upon these guerrillas, we will have a chance to talk to them.' 'We can count on that,' Geralt said. 'But to be honest, I would prefer to avoid them altogether.' 'But these people are your countrymen, Geralt,' Regis said. 'After all they call you, Geralt of Rivia.' 'A mistake,' he said in a cold voice.",Baptism of Fire,Geralt,Vissegerd
"Next to her, emerging from the misty light projection, was Sheala de Tancarville in a black velvet gown trimmed with pearls, her neck wrapped with a silver fox boa. The Nilfgaardian sorceress nervously licked her thin lips. Just wait for Francesca, thought Triss. When you see Francesca, little black rat, your eyes will pop out of your head. Francesca Findabair did not disappoint.",Baptism of Fire,Triss,Francesca
"I, Philippa Eilhart, the mistress of this castle, as hostess and instigator of this meeting will handle the introductions. To my right, Margarita Laux-Antille, the head of the Academy of Aretuza. To my left, Triss Merigold, of Maribor, and Keira Metz, of Carreras. Next, we have Sabrina Glevissig, of Ard Carraigh and Sheala Tancarville of Creyden, representing Kovir. Then Francesca Findabair, known as Enid an Gleanna, the current ruler of the Valley of Flowers.",Baptism of Fire,Triss,Francesca
"And yet we know how our fellow sorcerers are treated in Nilfgaard. We talk of being apolitical, but when Nilfgaard wins and we find ourselves under Imperial power, we will all look like ... Triss moved uneasily, Philippa let out a barely audible sigh. Keira looked down, Sheala pretended to adjust her boa. Francesca bit her lip.",Baptism of Fire,Triss,Francesca
"Soon a few people will know my shock. I give you my word.' In the same way she had been affected by the teasing, Francesca was unmoved by the threats. 'Triss Merigold, teleported the half-dead Geralt to Brokilon.' she said. 'For all I know, he is still healing with the dryads. He seems to be doing well, but it would be best if he didn't stick his nose out of the forest.",Baptism of Fire,Triss,Francesca
"'I suppose,' Francesca looked around, 'that we are complete.' 'We are missing only Vilgefortz.' Sabrina Glevissig said softly but with evident anger, while watching Yennefer with piercing eyes. 'And Scoia'tael hidden in the basement.' Keira Metz muttered. Triss froze her with a glare. Philippa made the introductions. Fringilla stared curiously at Francesca Findabair, Enid an Gleanna, Daisy of the Valley, the famous Queen of Dol Blathanna, ruler of the elves who had recently regained their country.",Baptism of Fire,Triss,Francesca
"Fringilla sat beside Assire var Anahid, the right hand chair was free, separating her from Sile de Tansarville beside her was Sabrina Glevissig and Keira Metz. To the left of Assire sat Ida Emean, Francesca Findabair and Yennefer. And exactly opposite of Assire was Philippa Eilhart, who to her right sat Margarita Laux-Antille and to her left Triss Merigold. All of the chairs had armrests carved in the shape of sphinxes. Philippa started.",Baptism of Fire,Triss,Francesca
"Mistake, Enid, mistake, mistake! Too much spontaneity, too many accidents. Too little control, too little interference with chance.' 'We were not,' Enid an Gleanna, pursed her lips, 'dealing with rabbits, which can be locked in a cage and their parks chosen for them.' Fringilla, following the gaze of Triss Merigold, saw Yennefer's hands clench suddenly the carved arms of her chair. *** This is what now unites Yennefer and Francesca, Triss thought feverishly, still avoiding eye contact. The calculation.",Baptism of Fire,Triss,Francesca
"A black knight with wings on his helmet, the nightmare of Ciri's ravings... She felt the eyes of Francesca and Philippa on her. Triss, however, whose gaze she was trying to attract, avoided her eyes. Damn, thought Yennefer, with effort keeping an indifferent expression on her face. What damn snare entangles this girl?",Baptism of Fire,Triss,Francesca
"It became immediately clear that her hopes were going to be dashed. Margarita m clearly wished to speak with her, Philippa quickly pulled her to the other end of the hall. Triss Merigold, who approached her was accompanied by Francesca. The elf monitored the conversation without embarrassment. But Yennefer saw the anxiety in Triss's eyes and she was sure had the conversation had no witnesses it would have been full of useless pleas for help.",Baptism of Fire,Triss,Francesca
"She will not soon forget about him That's good. She accepted the revelations with a shrug of indifference. Not thrilled by the fact that neither Triss nor Francesca believed her indifference. She wanted to be alone, she wanted to make them understand. Understand.",Baptism of Fire,Triss,Francesca
"But I never questioned her abilities.' 'She will tell everything!' Sabrina Glevissig shouted. 'Everything about the Lodge! She will go right...' 'Nonsense,' Triss Merigold interrupted, looking at Francesca and Ida Emean. 'Yennefer will not betray us. Nothing says that Yennefer fled in order to betray us.' 'Triss is right,' Margarita Laux-Antille supported, 'I know why she ran away, who she wants to save.",Baptism of Fire,Triss,Francesca
"I, Philippa Eilhart, the mistress of this castle, as hostess and instigator of this meeting will handle the introductions. To my right, Margarita Laux-Antille, the head of the Academy of Aretuza. To my left, Triss Merigold, of Maribor, and Keira Metz, of Carreras. Next, we have Sabrina Glevissig, of Ard Carraigh and Sheala Tancarville of Creyden, representing Kovir. Then Francesca Findabair, known as Enid an Gleanna, the current ruler of the Valley of Flowers.",Baptism of Fire,Keira,Sabrina
"Her skin was dry from the compression and was still unbearably itchy. 'Who else is part of this Lodge? Apart from you and Philippa?' 'Margarita Laux-Antille, Triss Merigold and Keira Metz, Sile de Tansarville of Kovir, Sabrina Glevissig and two Nilfgaardian sorceresses.' 'Is this the international republic of females?' 'You could call it that.' 'They probably still consider me Vilgefortz accomplice. Will they accept me?' 'They have accepted me. The rest you will have to do yourself.",Baptism of Fire,Keira,Sabrina
"None had exposed her breasts. On the contrary, two of them had dresses up to their neck – austere, black-clad Sile de Tansarville and young Triss Merigold with beautiful blue eyes and auburn hair. The brunette Sabrina Glevissig and the blond Margarita Laux-Antille and Keira Metz wore necklines down to their cleavage, but not much deeper than Fringilla's own. Waiting for the other participants of the convent gave them time to talk, during which all had the opportunity to say something about themselves and with tactful statements and comments Philippa Eilhart quickly and deftly broke the ice, although the only ice in the area was piled on a mountain of oysters. Other ice was not palpable.",Baptism of Fire,Keira,Sabrina
The portal between the columns began to brighten and vibrate. Sabrina Glevissig face was covered in unbounded astonishment. Keira Metz dropped the oyster knife onto the ice. Triss Merigold gasped loudly. Three sorceresses came through the portal.,Baptism of Fire,Keira,Sabrina
"And Lady Ida Emean aep Sivney, Aen Saevherne of the Blue Mountains.' Ida Emean bowed her head with her red hair slightly, her flowing dress rustled. 'I suppose,' Francesca looked around, 'that we are complete.' 'We are missing only Vilgefortz.' Sabrina Glevissig said softly but with evident anger, while watching Yennefer with piercing eyes. 'And Scoia'tael hidden in the basement.' Keira Metz muttered. Triss froze her with a glare. Philippa made the introductions.",Baptism of Fire,Keira,Sabrina
"And what I don't.' 'In that case it would be best if we start without delay. Please ladies take your seats.' Places at the round table – all except one – had been marked. Fringilla sat beside Assire var Anahid, the right hand chair was free, separating her from Sile de Tansarville beside her was Sabrina Glevissig and Keira Metz. To the left of Assire sat Ida Emean, Francesca Findabair and Yennefer. And exactly opposite of Assire was Philippa Eilhart, who to her right sat Margarita Laux-Antille and to her left Triss Merigold.",Baptism of Fire,Keira,Sabrina
"'All the evidence suggests that the information about the Elder Blood leaked to Nilfgaard was by us, all the conditions show this. Have you forgotten about Vilgefortz, ladies?' 'I have not.' Sabrina's eyes burned for a moment with the fire of hatred. 'I have not forgotten!' 'The time will come for him,' Keira Metz teeth flashed ominously. 'But for now, this is not about him, but about Ciri and the Elder Blood which is so important to us, who is held by Emhyr var Emreis, Emperor of Nilfgaard.' 'The Emperor,' Assire said quietly, looking at Fringilla, 'has nothing in his hands. The girl being held in Rowan is not a carrier of any extraordinary gene.",Baptism of Fire,Keira,Sabrina
"The magicians from the north were beautiful, charming and sparkled with jewellery, but in their eyes, gently emphasized by makeup, there was no hint of either drugs or nymphomania. None had exposed her breasts. On the contrary, two of them had dresses up to their neck – austere, black-clad Sile de Tansarville and young Triss Merigold with beautiful blue eyes and auburn hair. The brunette Sabrina Glevissig and the blond Margarita Laux-Antille and Keira Metz wore necklines down to their cleavage, but not much deeper than Fringilla's own. Waiting for the other participants of the convent gave them time to talk, during which all had the opportunity to say something about themselves and with tactful statements and comments Philippa Eilhart quickly and deftly broke the ice, although the only ice in the area was piled on a mountain of oysters.",Baptism of Fire,Triss,Fringilla
"Waiting for the other participants of the convent gave them time to talk, during which all had the opportunity to say something about themselves and with tactful statements and comments Philippa Eilhart quickly and deftly broke the ice, although the only ice in the area was piled on a mountain of oysters. Other ice was not palpable. Sile de Tansarville, a researcher, immediately found a lot of common topics with the researcher Assire var Anahid and Fringilla quickly gained a liking to the cheerful Triss Merigold. The conversations were accompanied by the greed absorption of oysters. Only Sabrina Glevissig refused, being a faithful daughter of Kaedwen's forests, she even expressed her contempt for the  slimy filth  and her desire for a piece of cold venison with prunes.",Baptism of Fire,Triss,Fringilla
"'I suppose,' Francesca looked around, 'that we are complete.' 'We are missing only Vilgefortz.' Sabrina Glevissig said softly but with evident anger, while watching Yennefer with piercing eyes. 'And Scoia'tael hidden in the basement.' Keira Metz muttered. Triss froze her with a glare. Philippa made the introductions. Fringilla stared curiously at Francesca Findabair, Enid an Gleanna, Daisy of the Valley, the famous Queen of Dol Blathanna, ruler of the elves who had recently regained their country.",Baptism of Fire,Triss,Fringilla
"Fringilla sat beside Assire var Anahid, the right hand chair was free, separating her from Sile de Tansarville beside her was Sabrina Glevissig and Keira Metz. To the left of Assire sat Ida Emean, Francesca Findabair and Yennefer. And exactly opposite of Assire was Philippa Eilhart, who to her right sat Margarita Laux-Antille and to her left Triss Merigold. All of the chairs had armrests carved in the shape of sphinxes. Philippa started.",Baptism of Fire,Triss,Fringilla
"About the Nilfgaardian agent, Rience and how he was chasing the girl. About her study in the temple of Melitele and Ciri's mysterious abilities. They listen with stone faces, thought Triss, looking at Assire and Fringilla. Like sphinxes. But it is clear that they are masking something.",Baptism of Fire,Triss,Fringilla
"Mistake, Enid, mistake, mistake! Too much spontaneity, too many accidents. Too little control, too little interference with chance.' 'We were not,' Enid an Gleanna, pursed her lips, 'dealing with rabbits, which can be locked in a cage and their parks chosen for them.' Fringilla, following the gaze of Triss Merigold, saw Yennefer's hands clench suddenly the carved arms of her chair. *** This is what now unites Yennefer and Francesca, Triss thought feverishly, still avoiding eye contact. The calculation.",Baptism of Fire,Triss,Fringilla
"You all know Yennefer of Vengerberg. And Lady Ida Emean aep Sivney, Aen Saevherne of the Blue Mountains.' Ida Emean bowed her head with her red hair slightly, her flowing dress rustled. 'I suppose,' Francesca looked around, 'that we are complete.' 'We are missing only Vilgefortz.' Sabrina Glevissig said softly but with evident anger, while watching Yennefer with piercing eyes. 'And Scoia'tael hidden in the basement.' Keira Metz muttered. Triss froze her with a glare.",Baptism of Fire,Yennefer,Triss
"Please ladies take your seats.' Places at the round table – all except one – had been marked. Fringilla sat beside Assire var Anahid, the right hand chair was free, separating her from Sile de Tansarville beside her was Sabrina Glevissig and Keira Metz. To the left of Assire sat Ida Emean, Francesca Findabair and Yennefer. And exactly opposite of Assire was Philippa Eilhart, who to her right sat Margarita Laux-Antille and to her left Triss Merigold. All of the chairs had armrests carved in the shape of sphinxes.",Baptism of Fire,Yennefer,Triss
"'Most of us saw Ciri on Thanedd, where she was in a trance and her predictions caused considerable commotion. Some of us have even had close contact with her. I speak mostly of you, Yennefer. It is time you spoke.' When Yennefer told the audience about Ciri, Triss Merigold closely watched her friend. Yennefer spoke calmly and without emotion, but Triss had known her for a long time and very well.",Baptism of Fire,Yennefer,Triss
"Yennefer spoke calmly and without emotion, but Triss had known her for a long time and very well. She had seen her in many situations, including those that had caused stress, tiredness and depression. It was without a doubt that Yennefer was in this kind of situation. She looked dejected, tired and sick. The sorceress spoke, but Triss, who knew both the story and the person to which it referred, was devoted to quietly watching all those listening.",Baptism of Fire,Yennefer,Triss
"Are they surprised because they did not know Emhyr was trying to kidnap her to Nilfgaard? Or is it that they have known everything for a long time, maybe even more than we do? Yennefer will speak in a moment about her arrival at Thanedd with Ciri, about what was said in the prophetic trance, which caused such a fuss. Of the bloody struggle in Garstang, which resulted in Geralt being mutilated and Ciri being kidnapped. Then the pretending will come to an end, thought Triss, the mask will drop.",Baptism of Fire,Yennefer,Triss
"Mistake, Enid, mistake, mistake! Too much spontaneity, too many accidents. Too little control, too little interference with chance.' 'We were not,' Enid an Gleanna, pursed her lips, 'dealing with rabbits, which can be locked in a cage and their parks chosen for them.' Fringilla, following the gaze of Triss Merigold, saw Yennefer's hands clench suddenly the carved arms of her chair. *** This is what now unites Yennefer and Francesca, Triss thought feverishly, still avoiding eye contact. The calculation.",Baptism of Fire,Yennefer,Triss
"She felt the eyes of Francesca and Philippa on her. Triss, however, whose gaze she was trying to attract, avoided her eyes. Damn, thought Yennefer, with effort keeping an indifferent expression on her face. What damn snare entangles this girl? Damn, how can I look in the Geralt's eyes...",Baptism of Fire,Yennefer,Triss
"Triss Merigold, who approached her was accompanied by Francesca. The elf monitored the conversation without embarrassment. But Yennefer saw the anxiety in Triss's eyes and she was sure had the conversation had no witnesses it would have been full of useless pleas for help. Triss no doubt had committed her whole soul to the Lodge already. And no doubt sense that Yennefer's loyalty was still uncertain.",Baptism of Fire,Yennefer,Triss
"Triss tried to comfort her, to ensure her that Geralt was safe and was recovering in Brokilon with the dryads who were helping him back to health. As always, talk of Geralt made her blush. He must have accommodated her, Yennefer thought without malice. She hasn't known anyone like him before. She will not soon forget about him That's good.",Baptism of Fire,Yennefer,Triss
"'Everything about the Lodge! She will go right...' 'Nonsense,' Triss Merigold interrupted, looking at Francesca and Ida Emean. 'Yennefer will not betray us. Nothing says that Yennefer fled in order to betray us.' 'Triss is right,' Margarita Laux-Antille supported, 'I know why she ran away, who she wants to save. I saw them both, her and Ciri, together.",Baptism of Fire,Yennefer,Triss
"And now I will say goodbye! Sabrina Glevissig yelled, pointing at Francesca with her hand covered in rings. You went too far, Philippa! I'm not going to sit at the same table as the damn elf, even as an illusion! She failed to clean the blood from the walls and floors of Garstang.",Baptism of Fire,Philippa,Sabrina
"Not mine! Are you implying something? Of course,  Philippa Eilhart interjected. Of course, Sabrina gently reminds us of my work with Sigismund Dijkstra. As if she herself had never maintained any contact with the agents of King Henselt.",Baptism of Fire,Philippa,Sabrina
"This smacks of feminist chauvinism. sneered Sabrina Glevissig. Especially from your mouth, Philippa, after your change of ... sexual orientation. I have nothing against men.",Baptism of Fire,Philippa,Sabrina
"It's a sad fate that awaits us all. Sabrina finished quickly. Philippa, Triss and I, all three of us were at Sodden Hill. Emhyr will make us pay, as we will pay forThanedd, and for the entirety of our involvement. But this is just one of the reservations that stops me from agreeing to the declared political neutrality of the convention.",Baptism of Fire,Philippa,Sabrina
"Triss Merigold and Keira Metz have them, but are now both in exile because king Foltest expelled all the sorceresses from Temeria. Margarita Laux-Antille is only interested in her school and nothing else. Of course, at this moment the last three are strongly influenced by Philippa and Philippa is a mystery. Sabrina Glevissig has not surrendered her political influence, which is in Kaedwen, but will not betray the Lodge. She draws power, which she gives to the Lodge.' 'And this Assire var Anahid?",Baptism of Fire,Philippa,Sabrina
"Her skin was dry from the compression and was still unbearably itchy. 'Who else is part of this Lodge? Apart from you and Philippa?' 'Margarita Laux-Antille, Triss Merigold and Keira Metz, Sile de Tansarville of Kovir, Sabrina Glevissig and two Nilfgaardian sorceresses.' 'Is this the international republic of females?' 'You could call it that.' 'They probably still consider me Vilgefortz accomplice. Will they accept me?' 'They have accepted me. The rest you will have to do yourself.",Baptism of Fire,Philippa,Sabrina
"On the contrary, two of them had dresses up to their neck – austere, black-clad Sile de Tansarville and young Triss Merigold with beautiful blue eyes and auburn hair. The brunette Sabrina Glevissig and the blond Margarita Laux-Antille and Keira Metz wore necklines down to their cleavage, but not much deeper than Fringilla's own. Waiting for the other participants of the convent gave them time to talk, during which all had the opportunity to say something about themselves and with tactful statements and comments Philippa Eilhart quickly and deftly broke the ice, although the only ice in the area was piled on a mountain of oysters. Other ice was not palpable. Sile de Tansarville, a researcher, immediately found a lot of common topics with the researcher Assire var Anahid and Fringilla quickly gained a liking to the cheerful Triss Merigold.",Baptism of Fire,Philippa,Sabrina
"The conversations were accompanied by the greed absorption of oysters. Only Sabrina Glevissig refused, being a faithful daughter of Kaedwen's forests, she even expressed her contempt for the  slimy filth  and her desire for a piece of cold venison with prunes. Philippa Eilhart, instead of responding to the insult with icy haughtiness, pulled a bell rope and soon inconspicuous and noiseless servants delivered meat. Fringilla was astonished. Well, she thought, different regions, different manners.",Baptism of Fire,Philippa,Sabrina
"Fringilla sat beside Assire var Anahid, the right hand chair was free, separating her from Sile de Tansarville beside her was Sabrina Glevissig and Keira Metz. To the left of Assire sat Ida Emean, Francesca Findabair and Yennefer. And exactly opposite of Assire was Philippa Eilhart, who to her right sat Margarita Laux-Antille and to her left Triss Merigold. All of the chairs had armrests carved in the shape of sphinxes. Philippa started.",Baptism of Fire,Philippa,Sabrina
"It is time we fix that error.' 'You, of course, mean yourself?' Sabrina Glevissig leaned over the table. 'Obviously on the throne of Redania? Her highness Philippa the First? With Dijkstra as prince consort?' 'I do not mean myself. I do not mean the kingdom of Redania.",Baptism of Fire,Philippa,Sabrina
"After all, it would constitute an affront to us all to be set a less noble task, even teetering on the verge of reality and feasibility. It would be like driving a nail with an astrolabe. No, no, it is better to start with a completely impossible task.' 'Why is it impossible?' 'Have mercy, Philippa,' said Sabrina Glevissig. 'None of the kings will ever marry a sorceress, no country will accept a sorceress on the throne. It has been a custom for centuries.",Baptism of Fire,Philippa,Sabrina
"Fringilla began to reflect, but raised voices disturbed her thoughts. She had already guessed that some of those collected here were in opposite camps during the Thanedd rebellion; she was not surprised, therefore, when the antipathies came to the table in the form of remarks aimed at Yennefer. It looked as if a quarrel was to break out, which was prevented by Philippa Eilhart who unceremoniously banged her open palm onto the top of the table until the cups and goblets rang. 'Enough!' she shouted. 'Shut up, Sabrina!",Baptism of Fire,Philippa,Sabrina
"Well, she thought, because of it occurring it has created this Lodge. The devil knows how it will end, but it is to begin. 'Continue, Yennefer.' Philippa said. 'I have nothing more to say.' The black-haired sorceress pursed her lips. 'I repeat, it was Tissaia de Vries who ordered me to bring Ciri to Garstang.' 'It is easier to blame everything on the dead.' Sabrina Glevissig snorted, but Philippa silenced her with a sudden gesture.",Baptism of Fire,Philippa,Sabrina
"It was fifteen years ago, but I have a good memory. And you, bastard Geralt, do you remember me?' 'I remember.' Geralt said and obediently let the soldiers bind his hands. *** Daniel Etcheverry, Count of Garramone, tried to intercede for Geralt and Dandelion, when the soldier had settled them on chairs in the Marshal's tent. When the soldiers left at Vissegerd's order, the Count resumed his efforts. 'This is the poet and troubadour Dandelion, Sir Marshal,' he explained.",Baptism of Fire,Dandelion,Vissegerd
"Cursed blood, the whole female line of this family is cursed, vile creatures, beginning with Riannon! Ciri's great-grandmother, Adalia played the harlot with her cousin as her mother Muriel, fornicated with everyone! From this blood only incestuous whores are born.' 'Speak softly, Marshal.' Dandelion said cheekily. 'Before your tent hangs a banner with golden lions, and you are about to hail Ciri's grandmother, Calanthe, the Lioness of Cintra, for which most of your troops spilt blood for at Marnadal and Sodden as an amoral and adulterous bitch. And then I wouldn't be so sure of the loyalty of your army.' Vissegerd covered the distance between him and Dandelion in two steps and grabbed him by the front of his shirt and lifted him from the chair.",Baptism of Fire,Dandelion,Vissegerd
"The face of the Marshal which was a moment ago calm was now flushed a heraldic red. Geralt started to strongly worry about the health of his friend, when suddenly an Adjutant rushed in and excitedly started announcing that urgent and important news had been brought back by a patrol. Vissegerd released Dandelion, knocked over the chair and left. 'Uff...' groaned the poet, shaking his head and neck. 'That was close, he would have strangled me...",Baptism of Fire,Dandelion,Vissegerd
"Because I am a soldier. Do you understand my lords?' 'Yes.' said Geralt. 'No.' said Dandelion. 'Vissegerd is the commander of this unit which is part of the Temerian army. And Ciri in the hands of Emhyr, is a threat to the unit and the army, and to my king and country.",Baptism of Fire,Dandelion,Vissegerd
"You had bad luck falling into his hands. Especially you, Sir Geralt. I will try Mister Dandelion...' He was interrupted by the entrance of Vissegerd, still red and angry as a bull. The Marshal approached the table, slammed his baton on it and deposited a map atop it, then turned to Geralt and drilled him with his eyes. The withcer did not lower his eyes.",Baptism of Fire,Dandelion,Vissegerd
"'Do you know why Vissegerd didn't hang us right away? Because we are to be executed publicly at dawn, when the entire army has gathered. For propaganda.' Dandelion was silent. Geralt heard him sniff regretfully. 'You still have a chance to escape,' he said to appease him.",Baptism of Fire,Dandelion,Vissegerd
"Now, however, they approaching the perimeter where sentries necessarily had to be vigilant. It was while leaving the camp that the Geralt remembered that there was in Vissegerd's command the scourge of desertion and he was sure that the guards were ordered to give careful attention to any who wished to leave the camp. The moon gave enough light so that Dandelion did not have to grope. The Geralt could see in this light as well as in the day, so they managed to avoid two mounted soldiers while waiting in the bushes for the patrol to pass by. Just before them was a dark alder grove lying just on the other side of the ring of posts.",Baptism of Fire,Dandelion,Vissegerd
"The swarm of Nilfgaardians approaching them was now a much greater threat that Vissegerd and his army, so they galloped along the ring of guard posts surrounding the camp, trying to get as far possible from the lines that could flare up at any moment when the two armies clashed. The Nilfgaardians, however, were close and saw them. Dandelion yelled, Geralt looked back and saw as the dark wall of Nilfgaardians started to stretch out riders towards them like black tentacles. Without hesitation, they turned the horse towards the camp, overtaking the fleeing guards. Dandelion yelled again, but this time it was unnecessary.",Baptism of Fire,Dandelion,Vissegerd
"The Geralt had also seen the cavalry rushing from the side of the camp. Vissegerd's army, stirred by the alarm, had mounted their horses in a time worthy of admiration. Geralt and Dandelion found themselves trapped. There was no way out. The Geralt changed direction again and forced the horse to gallop with all its might, trying to escape from the swiftly narrowing gap between the rock and the hard place.",Baptism of Fire,Dandelion,Vissegerd
